% Model:              B0-sweep_MappedMesh.mph
% Version:            COMSOL 6.4.0.293
% Date:               May 2 2026, 14:12
% Dimension:          2
% Nodes:              1421
% Expressions:        3
% Description:        Current density, r-component, Velocity field, phi-component, z-coordinate
% Length unit:        mm
% r                       z                        ec.Jr (A/m^2)            v (m/s)                  z (mm)
0.11164508532876646       0.5                      18.680692336819675       -6.47825162555922E-5     0.5
0.11170142277601294       0.5                      18.669580329297332       -6.504086675432179E-5    0.5
0.11175776022325945       0.5                      18.658468498753336       -6.529921725305143E-5    0.5
0.11181438013235281       0.5                      18.647293226803413       -6.555788828961512E-5    0.5
0.11187100004144618       0.5                      18.636118091582944       -6.581655932617889E-5    0.5
0.11192790382857938       0.5                      18.624878923768847       -6.607554507131883E-5    0.5
0.11198480761571264       0.5                      18.613639956009138       -6.633453081645883E-5    0.5
0.11204199670417914       0.5                      18.60233638197633        -6.65938253664075E-5     0.5
0.1120991857926456        0.5                      18.59103295434238        -6.685311991635613E-5    0.5
0.11215666161287469       0.5                      18.579664343393006       -6.711271729237727E-5    0.5
0.11221413743310378       0.5                      18.568295863268645       -6.737231466839847E-5    0.5
0.11227190142269672       0.5                      18.556861637842758       -6.763220881632974E-5    0.5
0.11232966541228967       0.5                      18.54542756846729        -6.789210296426105E-5    0.5
0.11238771901605553       0.5                      18.53392710422372        -6.815228775405798E-5    0.5
0.11244577261982136       0.5                      18.522426808462683       -6.841247254385491E-5    0.5
0.11250411728981291       0.5                      18.510859525052183       -6.8672941769136E-5      0.49999999999999994
0.11256246195980447       0.5                      18.499292398442662       -6.89334109944171E-5     0.49999999999999994
0.11262109915535498       0.5                      18.487657684438318       -6.919415837201365E-5    0.49999999999999994
0.1126797363509055        0.5                      18.476023133466356       -6.945490574961023E-5    0.5
0.11273866753866478       0.5                      18.464320358520354       -6.971592491911485E-5    0.5
0.11279759872642406       0.5                      18.452617753818686       -6.997694408861953E-5    0.5
0.11285682538039538       0.5                      18.440846294467292       -7.023822861193984E-5    0.5
0.11291605203436669       0.5                      18.429075032604942       -7.049951313526024E-5    0.5
0.11297557563594371       0.5                      18.417234282434947       -7.076105649617376E-5    0.49999999999999994
0.11303509923752068       0.5                      18.405393691859217       -7.102259985708719E-5    0.49999999999999994
0.11309492127552415       0.5                      18.393483001182858       -7.128439546079831E-5    0.49999999999999994
0.11315474331352768       0.5                      18.38157249619246        -7.154619106450953E-5    0.5
0.11321486528424318       0.5                      18.369591233466963       -7.180823223721057E-5    0.5
0.1132749872549587        0.5                      18.35761013117883        -7.207027340991166E-5    0.5
0.11333541066217372       0.5                      18.34555764913671        -7.233255339834588E-5    0.5
0.11339583406938873       0.5                      18.333505319697906       -7.259483338678012E-5    0.5
0.11345656042443032       0.5                      18.3213809614615         -7.285734535780768E-5    0.5
0.11351728677947191       0.5                      18.30925677559344        -7.311985732883529E-5    0.5
0.1135783176012446        0.5                      18.29705986660906        -7.338259436900289E-5    0.5
0.11363934842301729       0.5                      18.28486313923679        -7.364533140917052E-5    0.5
0.11370068523804099       0.5                      18.27259304614722        -7.390828652428392E-5    0.5
0.11376202205306468       0.5                      18.260323119633767       -7.41712416393974E-5     0.5
0.1138236663955129        0.5                      18.24797913804605        -7.443440775409759E-5    0.5
0.11388531073796113       0.5                      18.23563535756557        -7.469757386879781E-5    0.5
0.1139472641496993        0.5                      18.223216838224744       -7.49609438261405E-5     0.5
