% Model:              Height_Sweep_HighdefMappedMesh.mph
% Version:            COMSOL 6.4.0.293
% Date:               May 2 2026, 22:47
% Dimension:          2
% Nodes:              28470
% Expressions:        3
% Description:        Current density, r-component, Velocity field, phi-component, 
% Length unit:        mm
% r                       z                        height                   ec.Jr (A/m^2)            v (m/s)                  height (mm)
0.1341889379589273        0.25                     5.0E-4                   27.83819912499166        -1.3600720474313065E-4   0.5
0.13444143523343846       0.25                     5.0E-4                   27.709107815641914       -1.364757101138625E-4    0.5
0.13469505449390706       0.25                     5.0E-4                   27.57914253529907        -1.369343711510846E-4    0.5
0.1349486737543757        0.25                     5.0E-4                   27.44917437299364        -1.373930321883067E-4    0.5
0.13520341998641          0.25                     5.0E-4                   27.318349287919773       -1.3784185609541863E-4   0.5
0.13545816621844434       0.25                     5.0E-4                   27.187521293354393       -1.3829068000253055E-4   0.5
0.13571404442980645       0.25                     5.0E-4                   27.05585440169557        -1.3872967565109774E-4   0.5
0.13596992264116856       0.25                     5.0E-4                   26.924184572949684       -1.3916867129966484E-4   0.5
0.13622693786187273       0.25                     5.0E-4                   26.791694832085568       -1.3959784925051007E-4   0.5
0.13648395308257694       0.25                     5.0E-4                   26.65920213004813        -1.4002702720135527E-4   0.5
0.13674211036498873       0.25                     5.0E-4                   26.52590945848874        -1.4044639972485734E-4   0.5
0.13700026764740048       0.25                     5.0E-4                   26.39261380277867        -1.408657722483594E-4    0.5
0.13725957206633582       0.25                     5.0E-4                   26.258539078107333       -1.4127535334392243E-4   0.5
0.13751887648527117       0.25                     5.0E-4                   26.124461348623072       -1.4168493443948545E-4   0.5
0.13777933313809623       0.25                     5.0E-4                   25.989626389911336       -1.420847398541428E-4    0.5
0.1380397897909213        0.25                     5.0E-4                   25.85478840619396        -1.4248454526880012E-4   0.5
0.13830140379765274       0.25                     5.0E-4                   25.71921597374603        -1.4287459251491772E-4   0.5
0.13856301780438418       0.25                     5.0E-4                   25.583640497117244       -1.4326463976103532E-4   0.5
0.1388257943077897        0.25                     5.0E-4                   25.447354270845608       -1.4364494813307754E-4   0.5
0.13908857081119522       0.25                     5.0E-4                   25.31106499156624        -1.4402525650511976E-4   0.5
